variant,date,exposure_scaling_mode,breadth_pct,alt_participation_pct,target_exposure
no_scaling,2020-07-22,no_scaling,,,1.0
no_scaling,2020-07-29,no_scaling,,,1.0
no_scaling,2020-08-05,no_scaling,,,1.0
no_scaling,2020-08-12,no_scaling,,,1.0
no_scaling,2020-08-19,no_scaling,,,1.0
no_scaling,2020-08-26,no_scaling,,,1.0
no_scaling,2020-09-02,no_scaling,,,1.0
no_scaling,2020-09-09,no_scaling,,,1.0
no_scaling,2020-09-16,no_scaling,,,1.0
no_scaling,2020-09-23,no_scaling,,,1.0
no_scaling,2020-09-30,no_scaling,,,1.0
no_scaling,2020-10-07,no_scaling,,,1.0
no_scaling,2020-10-14,no_scaling,,,1.0
no_scaling,2020-10-21,no_scaling,,,1.0
no_scaling,2020-10-28,no_scaling,,,1.0
no_scaling,2020-11-04,no_scaling,,,1.0
no_scaling,2020-11-11,no_scaling,,,1.0
no_scaling,2020-11-18,no_scaling,,,1.0
no_scaling,2020-11-25,no_scaling,,,1.0
no_scaling,2020-12-02,no_scaling,,,1.0
no_scaling,2020-12-09,no_scaling,,,1.0
no_scaling,2020-12-16,no_scaling,,,1.0
no_scaling,2020-12-23,no_scaling,,,1.0
no_scaling,2020-12-30,no_scaling,,,1.0
no_scaling,2021-01-06,no_scaling,,,1.0
no_scaling,2021-01-13,no_scaling,,,1.0
no_scaling,2021-01-20,no_scaling,,,1.0
no_scaling,2021-01-27,no_scaling,,,1.0
no_scaling,2021-02-03,no_scaling,,,1.0
no_scaling,2021-02-10,no_scaling,,,1.0
no_scaling,2021-02-17,no_scaling,,,1.0
no_scaling,2021-02-24,no_scaling,,,1.0
no_scaling,2021-03-03,no_scaling,,,1.0
no_scaling,2021-03-10,no_scaling,,,1.0
no_scaling,2021-03-17,no_scaling,,,1.0
no_scaling,2021-03-24,no_scaling,,,1.0
no_scaling,2021-03-31,no_scaling,,,1.0
no_scaling,2021-04-07,no_scaling,,,1.0
no_scaling,2021-04-14,no_scaling,,,1.0
no_scaling,2021-04-21,no_scaling,,,1.0
no_scaling,2021-04-28,no_scaling,,,1.0
no_scaling,2021-05-05,no_scaling,,,1.0
no_scaling,2021-05-12,no_scaling,,,1.0
no_scaling,2021-08-11,no_scaling,,,1.0
no_scaling,2021-08-25,no_scaling,,,1.0
no_scaling,2021-09-01,no_scaling,,,1.0
no_scaling,2021-09-08,no_scaling,,,1.0
no_scaling,2021-09-15,no_scaling,,,1.0
no_scaling,2021-10-06,no_scaling,,,1.0
no_scaling,2021-10-13,no_scaling,,,1.0
no_scaling,2021-10-20,no_scaling,,,1.0
no_scaling,2021-10-27,no_scaling,,,1.0
no_scaling,2021-11-03,no_scaling,,,1.0
no_scaling,2021-11-10,no_scaling,,,1.0
no_scaling,2021-11-17,no_scaling,,,1.0
no_scaling,2021-11-24,no_scaling,,,1.0
no_scaling,2021-12-01,no_scaling,,,1.0
no_scaling,2021-12-08,no_scaling,,,1.0
no_scaling,2021-12-15,no_scaling,,,1.0
no_scaling,2021-12-22,no_scaling,,,1.0
no_scaling,2023-01-18,no_scaling,,,1.0
no_scaling,2023-01-25,no_scaling,,,1.0
no_scaling,2023-02-01,no_scaling,,,1.0
no_scaling,2023-02-08,no_scaling,,,1.0
no_scaling,2023-02-15,no_scaling,,,1.0
no_scaling,2023-02-22,no_scaling,,,1.0
no_scaling,2023-03-01,no_scaling,,,1.0
no_scaling,2023-03-08,no_scaling,,,1.0
no_scaling,2023-03-15,no_scaling,,,1.0
no_scaling,2023-03-22,no_scaling,,,1.0
no_scaling,2023-03-29,no_scaling,,,1.0
no_scaling,2023-04-05,no_scaling,,,1.0
no_scaling,2023-04-12,no_scaling,,,1.0
no_scaling,2023-04-19,no_scaling,,,1.0
no_scaling,2023-04-26,no_scaling,,,1.0
no_scaling,2023-05-03,no_scaling,,,1.0
no_scaling,2023-05-10,no_scaling,,,1.0
no_scaling,2023-05-17,no_scaling,,,1.0
no_scaling,2023-05-24,no_scaling,,,1.0
no_scaling,2023-05-31,no_scaling,,,1.0
no_scaling,2023-06-07,no_scaling,,,1.0
no_scaling,2023-06-14,no_scaling,,,1.0
no_scaling,2023-06-21,no_scaling,,,1.0
no_scaling,2023-06-28,no_scaling,,,1.0
no_scaling,2023-07-05,no_scaling,,,1.0
no_scaling,2023-07-12,no_scaling,,,1.0
no_scaling,2023-07-19,no_scaling,,,1.0
no_scaling,2023-07-26,no_scaling,,,1.0
no_scaling,2023-08-02,no_scaling,,,1.0
no_scaling,2023-08-09,no_scaling,,,1.0
no_scaling,2023-08-16,no_scaling,,,1.0
no_scaling,2023-10-18,no_scaling,,,1.0
no_scaling,2023-10-25,no_scaling,,,1.0
no_scaling,2023-11-01,no_scaling,,,1.0
no_scaling,2023-11-08,no_scaling,,,1.0
no_scaling,2023-11-15,no_scaling,,,1.0
no_scaling,2023-11-22,no_scaling,,,1.0
no_scaling,2023-11-29,no_scaling,,,1.0
no_scaling,2023-12-06,no_scaling,,,1.0
no_scaling,2023-12-13,no_scaling,,,1.0
no_scaling,2023-12-20,no_scaling,,,1.0
no_scaling,2023-12-27,no_scaling,,,1.0
no_scaling,2024-01-03,no_scaling,,,1.0
no_scaling,2024-01-10,no_scaling,,,1.0
no_scaling,2024-01-17,no_scaling,,,1.0
no_scaling,2024-01-24,no_scaling,,,1.0
no_scaling,2024-01-31,no_scaling,,,1.0
no_scaling,2024-02-07,no_scaling,,,1.0
no_scaling,2024-02-14,no_scaling,,,1.0
no_scaling,2024-02-21,no_scaling,,,1.0
no_scaling,2024-02-28,no_scaling,,,1.0
no_scaling,2024-03-06,no_scaling,,,1.0
no_scaling,2024-03-13,no_scaling,,,1.0
no_scaling,2024-03-20,no_scaling,,,1.0
no_scaling,2024-03-27,no_scaling,,,1.0
no_scaling,2024-04-03,no_scaling,,,1.0
no_scaling,2024-04-10,no_scaling,,,1.0
no_scaling,2024-04-17,no_scaling,,,1.0
no_scaling,2024-04-24,no_scaling,,,1.0
no_scaling,2024-05-01,no_scaling,,,1.0
no_scaling,2024-05-08,no_scaling,,,1.0
no_scaling,2024-05-15,no_scaling,,,1.0
no_scaling,2024-05-22,no_scaling,,,1.0
no_scaling,2024-05-29,no_scaling,,,1.0
no_scaling,2024-06-05,no_scaling,,,1.0
no_scaling,2024-06-12,no_scaling,,,1.0
no_scaling,2024-06-19,no_scaling,,,1.0
no_scaling,2024-06-26,no_scaling,,,1.0
no_scaling,2024-07-03,no_scaling,,,1.0
no_scaling,2024-07-17,no_scaling,,,1.0
no_scaling,2024-07-24,no_scaling,,,1.0
no_scaling,2024-07-31,no_scaling,,,1.0
no_scaling,2024-10-16,no_scaling,,,1.0
no_scaling,2024-10-23,no_scaling,,,1.0
no_scaling,2024-10-30,no_scaling,,,1.0
no_scaling,2024-11-06,no_scaling,,,1.0
no_scaling,2024-11-13,no_scaling,,,1.0
no_scaling,2024-11-20,no_scaling,,,1.0
no_scaling,2024-11-27,no_scaling,,,1.0
no_scaling,2024-12-04,no_scaling,,,1.0
no_scaling,2024-12-11,no_scaling,,,1.0
no_scaling,2024-12-18,no_scaling,,,1.0
no_scaling,2024-12-25,no_scaling,,,1.0
no_scaling,2025-01-01,no_scaling,,,1.0
no_scaling,2025-01-08,no_scaling,,,1.0
no_scaling,2025-01-15,no_scaling,,,1.0
no_scaling,2025-01-22,no_scaling,,,1.0
no_scaling,2025-01-29,no_scaling,,,1.0
no_scaling,2025-02-05,no_scaling,,,1.0
no_scaling,2025-02-12,no_scaling,,,1.0
no_scaling,2025-02-19,no_scaling,,,1.0
no_scaling,2025-02-26,no_scaling,,,1.0
no_scaling,2025-03-05,no_scaling,,,1.0
no_scaling,2025-03-12,no_scaling,,,1.0
no_scaling,2025-03-19,no_scaling,,,1.0
no_scaling,2025-03-26,no_scaling,,,1.0
no_scaling,2025-04-23,no_scaling,,,1.0
no_scaling,2025-04-30,no_scaling,,,1.0
no_scaling,2025-05-07,no_scaling,,,1.0
no_scaling,2025-05-14,no_scaling,,,1.0
no_scaling,2025-05-21,no_scaling,,,1.0
no_scaling,2025-05-28,no_scaling,,,1.0
no_scaling,2025-06-04,no_scaling,,,1.0
no_scaling,2025-06-11,no_scaling,,,1.0
no_scaling,2025-06-18,no_scaling,,,1.0
no_scaling,2025-06-25,no_scaling,,,1.0
no_scaling,2025-07-02,no_scaling,,,1.0
no_scaling,2025-07-09,no_scaling,,,1.0
no_scaling,2025-07-16,no_scaling,,,1.0
no_scaling,2025-07-23,no_scaling,,,1.0
no_scaling,2025-07-30,no_scaling,,,1.0
no_scaling,2025-08-06,no_scaling,,,1.0
no_scaling,2025-08-13,no_scaling,,,1.0
no_scaling,2025-08-20,no_scaling,,,1.0
no_scaling,2025-08-27,no_scaling,,,1.0
no_scaling,2025-09-03,no_scaling,,,1.0
no_scaling,2025-09-10,no_scaling,,,1.0
no_scaling,2025-09-17,no_scaling,,,1.0
no_scaling,2025-09-24,no_scaling,,,1.0
no_scaling,2025-10-01,no_scaling,,,1.0
no_scaling,2025-10-08,no_scaling,,,1.0
no_scaling,2025-10-15,no_scaling,,,1.0
no_scaling,2025-10-29,no_scaling,,,1.0
breadth_100dma_scaling,2020-07-22,breadth_100dma_scaling,100.0,100.0,1.0
breadth_100dma_scaling,2020-07-29,breadth_100dma_scaling,100.0,75.0,1.0
breadth_100dma_scaling,2020-08-05,breadth_100dma_scaling,100.0,87.5,1.0
breadth_100dma_scaling,2020-08-12,breadth_100dma_scaling,100.0,100.0,1.0
breadth_100dma_scaling,2020-08-19,breadth_100dma_scaling,100.0,87.5,1.0
breadth_100dma_scaling,2020-08-26,breadth_100dma_scaling,100.0,75.0,1.0
breadth_100dma_scaling,2020-09-02,breadth_100dma_scaling,87.5,62.5,1.0
breadth_100dma_scaling,2020-09-09,breadth_100dma_scaling,25.0,75.0,0.0
breadth_100dma_scaling,2020-09-16,breadth_100dma_scaling,25.0,37.5,0.0
breadth_100dma_scaling,2020-09-23,breadth_100dma_scaling,12.5,37.5,0.0
breadth_100dma_scaling,2020-09-30,breadth_100dma_scaling,12.5,37.5,0.0
breadth_100dma_scaling,2020-10-07,breadth_100dma_scaling,12.5,25.0,0.0
breadth_100dma_scaling,2020-10-14,breadth_100dma_scaling,12.5,12.5,0.0
breadth_100dma_scaling,2020-10-21,breadth_100dma_scaling,12.5,12.5,0.0
breadth_100dma_scaling,2020-10-28,breadth_100dma_scaling,12.5,12.5,0.0
breadth_100dma_scaling,2020-11-04,breadth_100dma_scaling,0.0,0.0,0.0
breadth_100dma_scaling,2020-11-11,breadth_100dma_scaling,0.0,0.0,0.0
breadth_100dma_scaling,2020-11-18,breadth_100dma_scaling,37.5,0.0,0.0
breadth_100dma_scaling,2020-11-25,breadth_100dma_scaling,87.5,12.5,1.0
breadth_100dma_scaling,2020-12-02,breadth_100dma_scaling,100.0,12.5,1.0
breadth_100dma_scaling,2020-12-09,breadth_100dma_scaling,87.5,12.5,1.0
breadth_100dma_scaling,2020-12-16,breadth_100dma_scaling,100.0,12.5,1.0
breadth_100dma_scaling,2020-12-23,breadth_100dma_scaling,50.0,0.0,0.5
breadth_100dma_scaling,2020-12-30,breadth_100dma_scaling,75.0,0.0,1.0
breadth_100dma_scaling,2021-01-06,breadth_100dma_scaling,100.0,37.5,1.0
breadth_100dma_scaling,2021-01-13,breadth_100dma_scaling,100.0,25.0,1.0
breadth_100dma_scaling,2021-01-20,breadth_100dma_scaling,100.0,62.5,1.0
breadth_100dma_scaling,2021-01-27,breadth_100dma_scaling,87.5,75.0,1.0
breadth_100dma_scaling,2021-02-03,breadth_100dma_scaling,100.0,87.5,1.0
breadth_100dma_scaling,2021-02-10,breadth_100dma_scaling,100.0,87.5,1.0
breadth_100dma_scaling,2021-02-17,breadth_100dma_scaling,100.0,87.5,1.0
breadth_100dma_scaling,2021-02-24,breadth_100dma_scaling,100.0,75.0,1.0
breadth_100dma_scaling,2021-03-03,breadth_100dma_scaling,100.0,75.0,1.0
breadth_100dma_scaling,2021-03-10,breadth_100dma_scaling,100.0,75.0,1.0
breadth_100dma_scaling,2021-03-17,breadth_100dma_scaling,100.0,75.0,1.0
breadth_100dma_scaling,2021-03-24,breadth_100dma_scaling,100.0,87.5,1.0
breadth_100dma_scaling,2021-03-31,breadth_100dma_scaling,100.0,100.0,1.0
breadth_100dma_scaling,2021-04-07,breadth_100dma_scaling,100.0,100.0,1.0
breadth_100dma_scaling,2021-04-14,breadth_100dma_scaling,100.0,100.0,1.0
breadth_100dma_scaling,2021-04-21,breadth_100dma_scaling,100.0,100.0,1.0
breadth_100dma_scaling,2021-04-28,breadth_100dma_scaling,100.0,100.0,1.0
breadth_100dma_scaling,2021-05-05,breadth_100dma_scaling,100.0,100.0,1.0
breadth_100dma_scaling,2021-05-12,breadth_100dma_scaling,87.5,87.5,1.0
breadth_100dma_scaling,2021-08-11,breadth_100dma_scaling,62.5,25.0,0.5
breadth_100dma_scaling,2021-08-25,breadth_100dma_scaling,100.0,12.5,1.0
breadth_100dma_scaling,2021-09-01,breadth_100dma_scaling,100.0,12.5,1.0
breadth_100dma_scaling,2021-09-08,breadth_100dma_scaling,87.5,50.0,1.0
breadth_100dma_scaling,2021-09-15,breadth_100dma_scaling,87.5,50.0,1.0
breadth_100dma_scaling,2021-10-06,breadth_100dma_scaling,100.0,25.0,1.0
breadth_100dma_scaling,2021-10-13,breadth_100dma_scaling,87.5,25.0,1.0
breadth_100dma_scaling,2021-10-20,breadth_100dma_scaling,100.0,25.0,1.0
breadth_100dma_scaling,2021-10-27,breadth_100dma_scaling,75.0,75.0,1.0
breadth_100dma_scaling,2021-11-03,breadth_100dma_scaling,87.5,37.5,1.0
breadth_100dma_scaling,2021-11-10,breadth_100dma_scaling,75.0,37.5,1.0
breadth_100dma_scaling,2021-11-17,breadth_100dma_scaling,62.5,25.0,0.5
breadth_100dma_scaling,2021-11-24,breadth_100dma_scaling,25.0,37.5,0.0
breadth_100dma_scaling,2021-12-01,breadth_100dma_scaling,25.0,37.5,0.0
breadth_100dma_scaling,2021-12-08,breadth_100dma_scaling,12.5,12.5,0.0
breadth_100dma_scaling,2021-12-15,breadth_100dma_scaling,12.5,12.5,0.0
breadth_100dma_scaling,2021-12-22,breadth_100dma_scaling,12.5,12.5,0.0
breadth_100dma_scaling,2023-01-18,breadth_100dma_scaling,50.0,25.0,0.5
breadth_100dma_scaling,2023-01-25,breadth_100dma_scaling,87.5,12.5,1.0
breadth_100dma_scaling,2023-02-01,breadth_100dma_scaling,100.0,12.5,1.0
breadth_100dma_scaling,2023-02-08,breadth_100dma_scaling,100.0,12.5,1.0
breadth_100dma_scaling,2023-02-15,breadth_100dma_scaling,100.0,25.0,1.0
breadth_100dma_scaling,2023-02-22,breadth_100dma_scaling,100.0,37.5,1.0
breadth_100dma_scaling,2023-03-01,breadth_100dma_scaling,87.5,25.0,1.0
breadth_100dma_scaling,2023-03-08,breadth_100dma_scaling,50.0,12.5,0.5
breadth_100dma_scaling,2023-03-15,breadth_100dma_scaling,50.0,0.0,0.5
breadth_100dma_scaling,2023-03-22,breadth_100dma_scaling,50.0,0.0,0.5
breadth_100dma_scaling,2023-03-29,breadth_100dma_scaling,87.5,12.5,1.0
breadth_100dma_scaling,2023-04-05,breadth_100dma_scaling,87.5,12.5,1.0
breadth_100dma_scaling,2023-04-12,breadth_100dma_scaling,62.5,0.0,0.5
breadth_100dma_scaling,2023-04-19,breadth_100dma_scaling,50.0,0.0,0.5
breadth_100dma_scaling,2023-04-26,breadth_100dma_scaling,25.0,0.0,0.0
breadth_100dma_scaling,2023-05-03,breadth_100dma_scaling,37.5,0.0,0.0
breadth_100dma_scaling,2023-05-10,breadth_100dma_scaling,12.5,0.0,0.0
breadth_100dma_scaling,2023-05-17,breadth_100dma_scaling,12.5,0.0,0.0
breadth_100dma_scaling,2023-05-24,breadth_100dma_scaling,12.5,12.5,0.0
breadth_100dma_scaling,2023-05-31,breadth_100dma_scaling,25.0,0.0,0.0
breadth_100dma_scaling,2023-06-07,breadth_100dma_scaling,12.5,12.5,0.0
breadth_100dma_scaling,2023-06-14,breadth_100dma_scaling,12.5,12.5,0.0
breadth_100dma_scaling,2023-06-21,breadth_100dma_scaling,12.5,12.5,0.0
breadth_100dma_scaling,2023-06-28,breadth_100dma_scaling,25.0,12.5,0.0
breadth_100dma_scaling,2023-07-05,breadth_100dma_scaling,25.0,12.5,0.0
breadth_100dma_scaling,2023-07-12,breadth_100dma_scaling,25.0,12.5,0.0
breadth_100dma_scaling,2023-07-19,breadth_100dma_scaling,37.5,25.0,0.0
breadth_100dma_scaling,2023-07-26,breadth_100dma_scaling,37.5,25.0,0.0
breadth_100dma_scaling,2023-08-02,breadth_100dma_scaling,50.0,25.0,0.5
breadth_100dma_scaling,2023-08-09,breadth_100dma_scaling,50.0,37.5,0.5
breadth_100dma_scaling,2023-08-16,breadth_100dma_scaling,25.0,25.0,0.0
breadth_100dma_scaling,2023-10-18,breadth_100dma_scaling,12.5,12.5,0.0
breadth_100dma_scaling,2023-10-25,breadth_100dma_scaling,75.0,0.0,1.0
breadth_100dma_scaling,2023-11-01,breadth_100dma_scaling,100.0,12.5,1.0
breadth_100dma_scaling,2023-11-08,breadth_100dma_scaling,100.0,25.0,1.0
breadth_100dma_scaling,2023-11-15,breadth_100dma_scaling,100.0,50.0,1.0
breadth_100dma_scaling,2023-11-22,breadth_100dma_scaling,100.0,12.5,1.0
breadth_100dma_scaling,2023-11-29,breadth_100dma_scaling,100.0,12.5,1.0
breadth_100dma_scaling,2023-12-06,breadth_100dma_scaling,100.0,12.5,1.0
breadth_100dma_scaling,2023-12-13,breadth_100dma_scaling,100.0,50.0,1.0
breadth_100dma_scaling,2023-12-20,breadth_100dma_scaling,100.0,50.0,1.0
breadth_100dma_scaling,2023-12-27,breadth_100dma_scaling,100.0,62.5,1.0
breadth_100dma_scaling,2024-01-03,breadth_100dma_scaling,100.0,62.5,1.0
breadth_100dma_scaling,2024-01-10,breadth_100dma_scaling,100.0,62.5,1.0
breadth_100dma_scaling,2024-01-17,breadth_100dma_scaling,87.5,62.5,1.0
breadth_100dma_scaling,2024-01-24,breadth_100dma_scaling,62.5,50.0,0.5
breadth_100dma_scaling,2024-01-31,breadth_100dma_scaling,37.5,50.0,0.0
breadth_100dma_scaling,2024-02-07,breadth_100dma_scaling,62.5,62.5,0.5
breadth_100dma_scaling,2024-02-14,breadth_100dma_scaling,87.5,25.0,1.0
breadth_100dma_scaling,2024-02-21,breadth_100dma_scaling,75.0,50.0,1.0
breadth_100dma_scaling,2024-02-28,breadth_100dma_scaling,100.0,37.5,1.0
breadth_100dma_scaling,2024-03-06,breadth_100dma_scaling,100.0,62.5,1.0
breadth_100dma_scaling,2024-03-13,breadth_100dma_scaling,100.0,12.5,1.0
breadth_100dma_scaling,2024-03-20,breadth_100dma_scaling,100.0,12.5,1.0
breadth_100dma_scaling,2024-03-27,breadth_100dma_scaling,87.5,12.5,1.0
breadth_100dma_scaling,2024-04-03,breadth_100dma_scaling,62.5,12.5,0.5
breadth_100dma_scaling,2024-04-10,breadth_100dma_scaling,62.5,12.5,0.5
breadth_100dma_scaling,2024-04-17,breadth_100dma_scaling,12.5,12.5,0.0
breadth_100dma_scaling,2024-04-24,breadth_100dma_scaling,25.0,25.0,0.0
breadth_100dma_scaling,2024-05-01,breadth_100dma_scaling,0.0,25.0,0.0
breadth_100dma_scaling,2024-05-08,breadth_100dma_scaling,25.0,25.0,0.0
breadth_100dma_scaling,2024-05-15,breadth_100dma_scaling,37.5,25.0,0.0
breadth_100dma_scaling,2024-05-22,breadth_100dma_scaling,25.0,12.5,0.0
breadth_100dma_scaling,2024-05-29,breadth_100dma_scaling,12.5,12.5,0.0
breadth_100dma_scaling,2024-06-05,breadth_100dma_scaling,12.5,0.0,0.0
breadth_100dma_scaling,2024-06-12,breadth_100dma_scaling,0.0,0.0,0.0
breadth_100dma_scaling,2024-06-19,breadth_100dma_scaling,0.0,0.0,0.0
breadth_100dma_scaling,2024-06-26,breadth_100dma_scaling,12.5,12.5,0.0
breadth_100dma_scaling,2024-07-03,breadth_100dma_scaling,12.5,12.5,0.0
breadth_100dma_scaling,2024-07-17,breadth_100dma_scaling,25.0,12.5,0.0
breadth_100dma_scaling,2024-07-24,breadth_100dma_scaling,25.0,12.5,0.0
breadth_100dma_scaling,2024-07-31,breadth_100dma_scaling,12.5,0.0,0.0
breadth_100dma_scaling,2024-10-16,breadth_100dma_scaling,28.57142857142857,14.285714285714285,0.0
breadth_100dma_scaling,2024-10-23,breadth_100dma_scaling,28.57142857142857,28.57142857142857,0.0
breadth_100dma_scaling,2024-10-30,breadth_100dma_scaling,28.57142857142857,28.57142857142857,0.0
breadth_100dma_scaling,2024-11-06,breadth_100dma_scaling,57.14285714285714,28.57142857142857,0.5
breadth_100dma_scaling,2024-11-13,breadth_100dma_scaling,100.0,28.57142857142857,1.0
breadth_100dma_scaling,2024-11-20,breadth_100dma_scaling,100.0,57.14285714285714,1.0
breadth_100dma_scaling,2024-11-27,breadth_100dma_scaling,100.0,85.71428571428571,1.0
breadth_100dma_scaling,2024-12-04,breadth_100dma_scaling,100.0,100.0,1.0
breadth_100dma_scaling,2024-12-11,breadth_100dma_scaling,100.0,100.0,1.0
breadth_100dma_scaling,2024-12-18,breadth_100dma_scaling,100.0,100.0,1.0
breadth_100dma_scaling,2024-12-25,breadth_100dma_scaling,100.0,100.0,1.0
breadth_100dma_scaling,2025-01-01,breadth_100dma_scaling,100.0,100.0,1.0
breadth_100dma_scaling,2025-01-08,breadth_100dma_scaling,100.0,100.0,1.0
breadth_100dma_scaling,2025-01-15,breadth_100dma_scaling,100.0,100.0,1.0
breadth_100dma_scaling,2025-01-22,breadth_100dma_scaling,100.0,100.0,1.0
breadth_100dma_scaling,2025-01-29,breadth_100dma_scaling,85.71428571428571,85.71428571428571,1.0
breadth_100dma_scaling,2025-02-05,breadth_100dma_scaling,14.285714285714285,100.0,0.0
breadth_100dma_scaling,2025-02-12,breadth_100dma_scaling,14.285714285714285,85.71428571428571,0.0
breadth_100dma_scaling,2025-02-19,breadth_100dma_scaling,0.0,71.42857142857143,0.0
breadth_100dma_scaling,2025-02-26,breadth_100dma_scaling,0.0,28.57142857142857,0.0
breadth_100dma_scaling,2025-03-05,breadth_100dma_scaling,14.285714285714285,0.0,0.0
breadth_100dma_scaling,2025-03-12,breadth_100dma_scaling,0.0,0.0,0.0
